omment_message,1,0,0.0
'That makes it a war crime then.',7,0,0.0
'Stevanit was and still is my family are still fighting for the truth about my brothers killing 16 years ago.',20,0,0.0
'This was an un armed child. No war crime. Just a foreign occupier committing murder. Again!!',16,2,0.125
'Rip',1,0,0.0
"""Why did the world not hear about this clearly if the person responsible hadn't died we still wouldn't""",18,0,0.0
"""My grandfathers brother was shot in Galway at 13 years of age. An accident! I wasn't only in the north of Ireland...""",22,1,0.045454545454545456
"""Konit wasn't Sean who shot him""",6,0,0.0
'Rest in peace young man',5,0,0.0
'RIP',1,0,0.0
'Sad for the boy. Sad for the family. Sad for the country. Move on. Peace.',15,0,0.0
'How long will it take the children of Palestine to get the same justice. Thanks to Martin and others like him we have peace in our country now but the world is not a peaceful place',36,0,0.0
'RIP',1,0,0.0
'TG we had people like Martin mc Guinness to stand up for his people .',15,0,0.0
'They were killing innocent people all over the world for the last 800 years and got away with it .Roger casement hilited it and got himself hanged',27,0,0.0
'Very sad',2,0,0.0
'It may take an age but the truth has a way of shining through. R.I.P. Young man.',17,0,0.0
'Shared.',1,0,0.0
'Niall Kenny',2,0,0.0
'Cameron Price',2,0,0.0
'Shane Egan',2,0,0.0
"""Libby fuck it's good to be a TD""",8,0,0.0
'Well done Sinn Fein .At least one political party has some backbone and principles .It is not all about greed',20,0,0.0
"'Fair play to Sinn Fein TDs, absolute DISGRACE of the other parties TDs!'",13,1,0.07692307692307693
"""Nothing new there, they've being doing that for decades.""",9,0,0.0
'Well done sinn fein. The rest are only laughing at the people.',12,0,0.0
'We know who to vote in',6,0,0.0
'Sinn Fein all the way.',5,0,0.0
'Well done Sinn Fein on this lead by example',9,0,0.0
"'Well Done Sinn Fein, The True Irish Republican Party of The Irish People. The True Descendents of Wolftone, Pearse and Connolly. and the Men and Women of the Easter Week Irish Revolution of 1916. T.A.L. Y.N.W.A. [[STICKER]]'",37,0,0.0
'They should take it and give to the homeless',9,0,0.0
'FG and FF aregreedy how can they sleep at night ?',11,0,0.0
'I am 70 years old and live on 1250 Euros MONTHLY. I do not receive house assistance . Well done Sinn Fein. Shame on ALL the other TDs',28,0,0.0
'We old age pensioners work all our live',8,0,0.0
'to keep our TD in luxury. Fucking hell',8,0,0.0
"""I'm guna put all my kids through TD class great job they have sure""",14,0,0.0
'Greedy bastards',2,0,0.0
'The south is fucked. Everyman and woman is out to get their own. Place is a joke',17,0,0.0
"""Well done Sinn Fein your a credit to your Country not like that shower that's in power ,,,""",18,0,0.0
'Well said John Brady brilliant a true peoples party ',10,0,0.0
'A disgrace poor people hungry no conscience I hope you all remember this when it comes to voting',18,0,0.0
"""It does'nt make sence they just do what they want and fuck the tax payers i hope the bus drivers dont agree the goverment robbed us in 2008 and are still doing it while people die starve no homes come on Mary Lou and Co kick ars if we were in France Spain Greece they just close the country down NOW""",61,0,0.0
'Very true',2,0,0.0
'Sick and selfish',3,0,0.0
'They should take it help people in nead',8,0,0.0
"'Shame on you, we have to say enough is enough.'",10,0,0.0
'5 grand for what doing nothing',6,0,0.0
'5 grand for what doing nothing',6,0,0.0
"""Fair play it's the likes of the others that have the country the way it is did Mr Ross give up his ah no sure y should he's the reason there's no buses in rural Ireland it's true what they say if it's not in Dublin sure leave it coming up the 19th day of strike & I'm sure those people could well do with getting back to work but y should they loose their terms & conditions """,79,0,0.0
"'Well done to Sinn Fein. Have to say very surprised with the Solidarity/ PBP, ( Paul Murphy?????) not at all surprised with the right wing LEECHES!!!!'",26,4,0.15384615384615385
'clown',1,0,0.0
'sick greedy basterds',3,0,0.0
'Leeches',1,0,0.0
'Well said and those other TDs on the left have their hand out. Call themselves working class. It seems they are paraphrasing a old union song The working class can kiss my ass I got a cushy job st last.',40,0,0.0
'Think of what 5 thousand would do for a lot of peoplethere are so many Politicians now the country is bankruptthere coming out of the woodwork',26,0,0.0
'RealLy Disgraceful behavior from Adults should be ALL sacked',9,0,0.0
"'at last i thought i had a lot of enimies but they have taken a u turn and thanked me for my honesty,and in what i mean is the people who i told not to pay there water rates have said to me that i was right all a long the same people who paid and i said you wont get a refund of your money,so dont be fooled by fine gael fianna fail labour the greens,these are all been led astray by troika,again i will say it,we are only borrowing money of them and we are paying it back in big interest.we will never be able to pay back the amount of money we are borrowing,its collosal.id have to agree in the uk leaving they were right,and here we have enda kenny telling not to leave,you see hes ok he has no problems with his money and the rises they are giving themselves these are well trained corrupt ministers we have running my country,i have to say that the leaders who died in 1916 and 1922 must be turning in there grave.god help us this day'",187,0,0.0
'Well done John!',3,1,0.3333333333333333
'Bravo Sinn Fein.',3,0,0.0
'what have any of those goons done for Ireland that makes them think they deserve a pay rise?? things need to change!',22,1,0.045454545454545456
'Irish politicians are nothing but scum ',7,0,0.0
'None because they care for our country',7,0,0.0
'If the tax payer payes there wages it should be the tax payer that decides if they get a rise or not. Greedy bastards',24,0,0.0
'Then not taking thewill not increase the payments to any charitable group as a result. I would rather see them taking theincrease and donating the nett amount to some local charity on an annual basis.',35,0,0.0
"'Although we want more money in our pockets we want our services improved first , those services are health education housing policing not lazy reactive politicians who put their pockets before country'",32,0,0.0
"""Clearly she's going to have to repeat this over and over until the message gets through.""",16,0,0.0
"'You really do talk a load of bollocks,'",8,0,0.0
' troll off ',4,0,0.0
"'As clear as it gets, what is so terrifying about equality?The British government and the DUP seem incapable of rational discussion.These ""talks"" are going nowhere.'",25,0,0.0
'Equality from the brits & d.u.p. is unthinkable.',8,0,0.0
"'the problem here is sf dont trust dup and dup dont trust sfand neither of you are showing respect, or integrity to each other so it just keeps rumbling on and on'",32,0,0.0
"'i agree william, im not voting again either and i have been talking to a lot of peopleWHO ARENT GOING TO VOTE AGAIN either, people are sick of all the MLAS ON BOTH SIDES'",34,0,0.0
'wont win gerry going by whati read 0n here',9,0,0.0
"""Nothinggoing to changethere standit's are day now""",7,0,0.0
"""Implement a previous agreement?? What's so difficult about that!!!""",9,3,0.3333333333333333
'You would think!!',3,2,0.6666666666666666
"""I won't be voting for sein fein again. Usless as the DUP. I'd rather have direct rule. At least things would get done. And every MLA shouldn't be receiving a dime of money.""",33,0,0.0
'I disagree totally...with your point!This is not the making of sinn fein..this is the politics of the DUPwho wont follow the princables of the goodfriday agreement & the st andrews agreement!And have taken tax payers money to the tune of .that itself is as bad of corruptio &cronyisism!.. (you cant govern at state like that!)',55,4,0.07272727272727272
"'Really?? You wait & see what direct rule does, have you any idea of the implications of it?? If you want to vent your frustration contact the Dup. Sinn Fein made their position clear from the outset, ALL parties have cited the Dups ""strong opposition"" on ALL issues as the blockade, passive aggressive techniques at their finest. How could anyone be expected to enter into a democratic power sharing government with an individual & her party at the centre of a 500million corruption scandal?? It\'d be like going out for dinner with the burglars who ransacked your house to complete a loss valuation.'",103,0,0.0
"""Sinn Fein are the only party showing conviction and doing exactly what they said they'd do! No return to the status quo and no executive with Arlene Foster, until an inquiry takes place! Sinn Fein are delivering what the electorate voted for, as they were aware of SFs conditions for a power sharing agreement with the DUP. No pleasing some people!""",61,3,0.04918032786885246
"'Padraig Walsh exactly, they made their position abundantly clear & their mandate was also clearly outlined with positive implementations for the people for the north. What positive plans had foster & the Dup? There was nothing, she has thought since the last election if she adopts a ""I shall not be moved"" approach that the electorate will bow down to them, they haven\'t & rightly so. All she had to do was stand aside but too arrogant, too self righteous & too deceitful to do so. It\'s an absolute disgrace.'",90,0,0.0
"'This is not Sinn F doing. The position was very clear from pre-election. Ministers that may/may not be involved in a scandal such as RHI should have stepped aside until an enquiry cleared them. Not to mention terms of the Good Friday agreement being ignored and not implemented. There simply can be no return to things as they were. The electorate spoke in their numbers and they will again, because for sure the Unionists will so why surrender to this by not voting?'",83,0,0.0
"'Show respect, even for people that dont deserve it.,...not as a reflection of their caracther,...but a reflection of your own,...(M. McG)'",21,0,0.0
'Seems like Britain are scared to come.out and tell people of ireland what happend because gerry adams was saying he wants to tell the family or even the people who were there seen it but Britain are hinding they dont wa t people to know wit happend coz there deep down racist bigots that hind behind what happend and by looks of it nothing will be peaceful until they stop hinding behind the truth and tell the people of ireland why this happend i know for fact nothing will ever come to peace until they stop hinding it from good honest hard working people who would like ireland whole again',110,0,0.0
'We have noting to fear..the good friday agreement is layed out and must be followed through! Full stop!Thebritish & irish goverment know this and if theres a another election this summersinn fein will win..people are sick of a short sighted backwardDUP!',41,3,0.07317073170731707
"""Why isn't it being followed then? Why are the DUP not being forced to stand by what they agreed? Why is taking SF to meet with them week in week out with no progress in sight?""",36,0,0.0
'Good question..Chrisy Tomanand ill give you an answer!..',8,1,0.125
'sf needs to sit down and talk to dup face to face about the previous agreements but you wont',19,0,0.0
'thats why your going round in circles for gods sake',10,0,0.0
"""You say the DUP can't come to agreement but nor can SF; there's common ground there and all of you won't make an agreement for the benefit of the North. It's unfair that you are playing politics before the citizens of the North.""",43,0,0.0
'The Dup is the one blocking changenot sinn fein!',9,1,0.1111111111111111
'No-one in this country should agree to the corruption that led us to where we are now. The last election showed that clearly. Gone are the days where we are 2nd class citizens.',33,0,0.0
'Gerry Cullen seems like hes just one of they guys u cant talk to we want peace and change for the better of irelandut some wright wing fascist will never change and Annette Toner irish people a hard working people and we are 1st class citizens and thats what we should be seen as same as scotland people with a proud Catholic family and even the name can knock u back for jobs because some of them are on the other side of the wall from us hinding.with British army and there lies',93,0,0.0
'Gerry Cullen Annette Toner',4,0,0.0
'Im.from.dublin and i have relations in south belfast...all irish and irish passport holders...they are not british and never will...they are irish and very proud of it.Guys.',26,0,0.0
"""Im.scottish with irish down south and my girlfriend family have alot.of irish in she has family in Omagh girlfriend grannys both are irish and grandads as well so there is a strong irish part of my family as i was saying to Annette Toner i live on both side of.it my mums.side is British and my dads side is irish i never got told anything but this i read up books listen to older people watching documentarys and hearing sbout it all and i know.what side im on for sure i believe questions have to be answered why Britain done all that stuff to irish people and some scottish people as well my dad told me storys in a job interview they would ask what school u went to and say was st peter thats it u weren't getting the job because person doing the interview was Protestant that happend in glasgow for years my dad was saying""",158,0,0.0
'To me Andrew there should be no sides. We should all be respected equally and no one should have to tolerate bigotry or corruption',24,0,0.0
"""Theres no bigotry in my house my dad support what he believes in and so dose my mum never talked about but i know my side i wouldn't be standing there listen to taking over proud peoples land and going into places they dont belong i think made a big problem in glasgow when old firms come.around and it gets made a problem in my work as well coz im really the most celtic and irish and proud person i am and everyone else is not and u see alot of bigotry from mostly the other side""",97,0,0.0
"""And that's the way it should be Andrew :)""",9,0,0.0
'The DUP is misleading and always has to its voters and the loyalistcommnuity as too the tory goverment!.',18,1,0.05555555555555555
"""SF just want previous agreements adhered to! DUP backtracking all that they have already agreed, that's the issue. Common ground was met years ago and an agreement was made, now time for the DUP to stand by that agreement!""",39,2,0.05128205128205128
"'These aren`t red lines or unacceptable demands; there is nothing wrong with wanting a government that treats everyone the same, thats free from corruption and that wants to stamp out (DUP) arrogance.'",32,0,0.0
"""We cant have a political party like DUP who is in powersharing govermentwho's leader was a the centre of missing & is tip toeing around that hold mess! & wont take on broad the goodfriday & st andrews agreement princableswhich inclued the irish lanauage & reunionifcation of the island..sinn fein has ask her to step down till this mess of millions is sorted out! .....so farsinn fein and it people have be blocked and fed a load of waffle by Dup & tory british goverment !""",86,3,0.03488372093023256
'DUP taking the piddle as usual.We arent rolling over this time Foster wake up and smell the coffee dear.',19,0,0.0
'S/F of course are blameless.Grow upyou smell the coffee deary.',10,0,0.0
"""Larry O'Ceallaigh yet your fake profile is covered in Sinn Fein videos, statements, photographs, all testament to a supporter yet here you are trolling?? What is it? Tourette's or are you completely stupid??""",33,0,0.0
"'Larry O\'Ceallaigh is there no tv in your retirement home?? so sad. S F have spent weeks trying to implement PREVIOUSLY agreed points in the GFA,St Andrews agreements, etc. the dup/uda are the ones still blocking the will of the people of N Ireland. YOU need to ""smell the coffee""! or just curl up & die like the rest of the dinosaurs. no place for goons like you in the NEW N Ireland. bubbye!!'",74,3,0.04054054054054054
'We all know what the british Govt have to hide so why not just say so at the meetings and put those twits on the spot.it was a dirty war and the brits under maggie have a lot to answer for so if an agreement cannot be reached then go for an united Ireland scenario because noone is going to get anywhere as long as the DUP and the brits keeptheir part in the war hiddenand they will. Last bastion of the empire is going so might as well be now as later.',93,0,0.0
'just start a war and be done with it',9,0,0.0
'no point in a war. all that achieves is deaths. better to say united Ireland now and keep the pressure on to gain world opinion. the brits dont like world opinion against them. always want to be the lords of the manor.',42,0,0.0
"'ARLENE FOSTER WONT BOW DOWN, YOU WONT BOW DOWN SO WASTE OF TIME, EFFORT AND MONEY, SF AND DUP WILL LOSE LOTS OF VOTES IN NEXT ELECTION AS EVERYBODY IS SICK OF IT, NOW, SO IF WE END UP DIRECT RULE OR GET YOUR WAGES STOPPED DONT COME CRYING, PEOPLE SAY SF SHOULD NEVER HAVE BEEN IN GOVERNMENT, YOU SAY ARLENE FOSTER SHOULDNT BE EITHER GETTING ON LIKE BLOODY SCHOOL KIDS IN A PLAYGROUND, SF MIGHT GET A SHOCK AT NEXT ELECTION, DONT COUNT YOUR CHICKENS BEFORE THEY HATCH, GET A LIFE FFS'",93,0,0.0
'Go for independence',3,0,0.0
"""Guys it's time to take your seats....that's what we all voted for""",12,0,0.0
'S/F stick to your guns.',5,0,0.0
"'SF came to an agreement - over and over again - the GFA/Belfast Agreement, St Andrew\'s, Weston park . The irish Act, The maze/Long Kesh Reconciliation Centre/ legacy issues - Too many agreementshave never been implemented fully with the DUP boasting abour how they ""out-foxed SF. Well done SF for finally taking a stand'",54,0,0.0
"""The British government need to stop running scared of the Loyalist organisations and implement the Good Friday agreement it's not for negotiations.""",22,0,0.0
'they arent scared of loyalists wise up they no threat',10,0,0.0
'Can someone remind me please.Which country invaded which???',8,0,0.0
'well said [[STICKER]]',3,0,0.0
'',1,0,0.0
'Sort it out Robert Magee! Matthew Ballantyne Paddy Collins Jono Devine',11,1,0.09090909090909091
'No Suspenders',2,0,0.0
'Sit yer ground Michelle',4,0,0.0
"'this is so childish its not even about anything anymore, its like cornation street and emmerdale and eastenders, all copying what each other say and do. sick of the whole lot of you and plenty like me only you can see it for the mist before your eyes'",48,0,0.0
"""Michelle, you shouldered Martin's coffin, you can shoulder this problem...You have done everything right..if direct rule comes it will be on the shoulders of the DUP...let them carry the shame.""",30,0,0.0
