omment_message,1,0,0.0
"'whats yer plans for the suicide rate in Derry, considering Hurts not gonna be there as much as they were( no fault of there own)?'",25,0,0.0
'Any photographs of the whole bonfire before it was lit. Would show if any flags or images were on it. In that case it would be a hate crime not just an offence',33,0,0.0
'The psni should be looking st this too right a hate crime not a good example',16,0,0.0
'Maith thu',2,0,0.0
'There was no urgency about this before the Executive collapsed. The SDLP were in government in NI for many years and did nothing about an Irish Language Act.',28,0,0.0
'T bu don SDLP as ucht na h- a rinne siad ar son muinntear na h- agus br seans a bheit agam p bheag a glachadh annsin.',27,0,0.0
"'I pray that this can be achieved. All pulling from the same side. Great article in today\'s Belfast Telegraph, and I quote ""For Stormont to function it requires a sense that divisions over the past are a repeated dysfunction"". By Prof Peter Shirlow'",43,0,0.0
'You must work with Sinn Fein to pull Alliance out of their shell and into a coalition. Ireland needs its reunification yesterday and there is finally a chance for it',30,0,0.0
"""I'm a member of the UK Labour Party living in Northern Ireland. I agree with your broad Brexit strategy, supported my local SDLP candidate in a small way in recent campaigns but also disagree with some SDLP policy particularly on reproductive rights and also would like the Labour Party to stand candidates here in future. I know technically I can be a member of both parties but are me, and others in my position, really welcome? This is a genuine question btw rather than trolling exercise.""",86,0,0.0
"'It really would help if there was a government in place to present a formal written and sovereign position as that of the SDLP and Northern Ireland, Dublin 100% took and adopted as its own the SDLP lead in 1985 and it delivered peace in roughly the same timeframe as Brexit will take to complete. Same PES jersey required to drive the Green view on the greatest challenge since.'",69,0,0.0
"""The British government said Northern Ireland could return to the EU if the people voted for a United Ireland. Only problem is it wouldn't be called Northern Ireland any more so in actual fact Northern Ireland doesn't have a direct path back to the EU. Confused? I am.""",48,0,0.0
"""I'm not confused as I never recognised the term Northern Ireland in the first place. My mother was ten when the border appeared. Her advice was to ignore it, that it wouldn't be there for long.""",36,0,0.0
'If Scotland apply to join the Irish Republic they can have a direct route back to the EU as well :-)',21,0,0.0
'Scotland is a country in its own right.',8,0,0.0
"'What do you think ""Scot"" means?'",6,0,0.0
"'As it stands, the people of the north of our country have the right to Irish citizenship, British citizenship, or both. How would it work if the North were to become part of a federal Irish state...a united Ireland with a degree of autonomy for the North...within the EU, and those citizens who consider themselves to be British had rights to hold a British Passport and other particularly British Benefits ?'",71,0,0.0
"'Yeah, Ireland clearly matters to Mrs Maybe.'",7,0,0.0
'Obviously peace is less important to some than the perceived sanctity of Sunday. Warped interpretation of scripture. Scribes and pharasies me thinks. Mrs May is running scared to Scotland. She knows the writing is on the wall for the UK and a compliant and impotent British Labour Party makes it all the worse.',53,0,0.0
'dry your eyes and put the balme where it belongs- the intransigence of sin fein',15,0,0.0
"""Sorry you seem to forget this election was because of the dup! And no one was blaming may he said she doesn't give a fuck which is true!""",28,2,0.07142857142857142
'Intransigence? Like DUP on everything. Getting the DUP to budge on anything is surely like squeezing blood from a stone',20,0,0.0
"'The unionist parties, especially DUP, are so foolhardy. Screw them and lets try and get alliance on board'",18,0,0.0
'Amazed she made it past the M42 without having a severe panic attack',13,0,0.0
'Sam Fletcher',2,0,0.0
'The people elected to the assembly are the ones who should sort it out.',14,0,0.0
'Was in Belfast today Sein fein completely ruling the rust SDLP get your finger out',15,0,0.0
"'Very fine words, Colum.'",4,0,0.0
'Very wise words. Well said.',5,0,0.0
"""Let's hope sdlp get there act together""",7,0,0.0
'Well done',2,0,0.0
'a great tribute',3,0,0.0
'He will be a big loss.',6,0,0.0
'Big loss',2,0,0.0
