ommentmessage,1,1,1.0
That makes it a war crime then,7,0,0.0
Stevanit was and still is my family are still fighting for the truth about my brothers killing 16 years ago,20,1,0.05
This was an un armed child No war crime Just a foreign occupier committing murder Again,16,1,0.0625
Rip,1,0,0.0
Why did the world not hear about this clearly if the person responsible hadnt died we still wouldnt,18,2,0.1111111111111111
My grandfathers brother was shot in Galway at 13 years of age An accident I wasnt only in the north of Ireland,22,1,0.045454545454545456
Konit wasnt Sean who shot him,6,2,0.3333333333333333
Rest in peace young man,5,0,0.0
RIP,1,0,0.0
Sad for the boy Sad for the family Sad for the country Move on Peace,15,0,0.0
How long will it take the children of Palestine to get the same justice Thanks to Martin and others like him we have peace in our country now but the world is not a peaceful place,36,0,0.0
RIP,1,0,0.0
TG we had people like Martin mc Guinness to stand up for his people ,14,2,0.14285714285714285
They were killing innocent people all over the world for the last 800 years and got away with it Roger casement hilited it and got himself hanged,27,1,0.037037037037037035
Very sad,2,0,0.0
It may take an age but the truth has a way of shining through RIP Young man,17,0,0.0
Shared,1,0,0.0
Niall Kenny,2,0,0.0
Cameron Price,2,0,0.0
Shane Egan,2,0,0.0
Libby fuck its good to be a TD,8,1,0.125
Well done Sinn Fein At least one political party has some backbone and principles It is not all about greed,20,2,0.1
Fair play to Sinn Fein TDs absolute DISGRACE of the other parties TDs,13,4,0.3076923076923077
Nothing new there theyve being doing that for decades,9,1,0.1111111111111111
Well done sinn fein The rest are only laughing at the people,12,2,0.16666666666666666
We know who to vote in,6,0,0.0
Sinn Fein all the way,5,2,0.4
Well done Sinn Fein on this lead by example,9,2,0.2222222222222222
Well Done Sinn Fein The True Irish Republican Party of The Irish People The True Descendents of Wolftone Pearse and Connolly and the Men and Women of the Easter Week Irish Revolution of 1916 TAL YNWA STICKER,37,8,0.21621621621621623
They should take it and give to the homeless,9,0,0.0
FG and FF aregreedy how can they sleep at night ,10,2,0.2
I am 70 years old and live on 1250 Euros MONTHLY I do not receive house assistance  Well done Sinn Fein Shame on ALL the other TDs,27,4,0.14814814814814814
We old age pensioners work all our live,8,0,0.0
to keep our TD in luxury Fucking hell,8,1,0.125
Im guna put all my kids through TD class great job they have sure,14,3,0.21428571428571427
Greedy bastards,2,0,0.0
The south is fucked Everyman and woman is out to get their own Place is a joke,17,0,0.0
Well done Sinn Fein your a credit to your Country not like that shower thats in power ,17,3,0.17647058823529413
Well said John Brady brilliant a true peoples party ,9,0,0.0
A disgrace poor people hungry no conscience I hope you all remember this when it comes to voting,18,0,0.0
It doesnt make sence they just do what they want and fuck the tax payers i hope the bus drivers dont agree the goverment robbed us in 2008 and are still doing it while people die starve no homes come on Mary Lou and Co kick ars if we were in France Spain Greece they just close the country down NOW,61,6,0.09836065573770492
Very true,2,0,0.0
Sick and selfish,3,0,0.0
They should take it help people in nead,8,1,0.125
Shame on you we have to say enough is enough,10,0,0.0
5 grand for what doing nothing,6,0,0.0
5 grand for what doing nothing,6,0,0.0
Fair play its the likes of the others that have the country the way it is did Mr Ross give up his ah no sure y should hes the reason theres no buses in rural Ireland its true what they say if its not in Dublin sure leave it coming up the 19th day of strike  Im sure those people could well do with getting back to work but y should they loose their terms  conditions ,76,4,0.05263157894736842
Well done to Sinn Fein Have to say very surprised with the Solidarity PBP  Paul Murphy not at all surprised with the right wing LEECHES,25,3,0.12
clown,1,0,0.0
sick greedy basterds,3,1,0.3333333333333333
Leeches,1,0,0.0
Well said and those other TDs on the left have their hand out Call themselves working class It seems they are paraphrasing a old union song The working class can kiss my ass I got a cushy job st last,40,2,0.05
Think of what 5 thousand would do for a lot of peoplethere are so many Politicians now the country is bankruptthere coming out of the woodwork,26,2,0.07692307692307693
RealLy Disgraceful behavior from Adults should be ALL sacked,9,2,0.2222222222222222
at last i thought i had a lot of enimies but they have taken a u turn and thanked me for my honestyand in what i mean is the people who i told not to pay there water rates have said to me that i was right all a long the same people who paid and i said you wont get a refund of your moneyso dont be fooled by fine gael fianna fail labour the greensthese are all been led astray by troikaagain i will say itwe are only borrowing money of them and we are paying it back in big interestwe will never be able to pay back the amount of money we are borrowingits collosalid have to agree in the uk leaving they were rightand here we have enda kenny telling not to leaveyou see hes ok he has no problems with his money and the rises they are giving themselves these are well trained corrupt ministers we have running my countryi have to say that the leaders who died in 1916 and 1922 must be turning in there gravegod help us this day,187,29,0.15508021390374332
Well done John,3,0,0.0
Bravo Sinn Fein,3,2,0.6666666666666666
what have any of those goons done for Ireland that makes them think they deserve a pay rise things need to change,22,0,0.0
Irish politicians are nothing but scum ,6,0,0.0
None because they care for our country,7,0,0.0
If the tax payer payes there wages it should be the tax payer that decides if they get a rise or not Greedy bastards,24,1,0.041666666666666664
Then not taking thewill not increase the payments to any charitable group as a result I would rather see them taking theincrease and donating the nett amount to some local charity on an annual basis,35,2,0.05714285714285714
Although we want more money in our pockets we want our services improved first  those services are health education housing policing not lazy reactive politicians who put their pockets before country,31,0,0.0
Clearly shes going to have to repeat this over and over until the message gets through,16,1,0.0625
You really do talk a load of bollocks,8,0,0.0
 troll off ,2,0,0.0
As clear as it gets what is so terrifying about equalityThe British government and the DUP seem incapable of rational discussionThese talks are going nowhere,25,3,0.12
Equality from the brits  dup is unthinkable,7,2,0.2857142857142857
the problem here is sf dont trust dup and dup dont trust sfand neither of you are showing respect or integrity to each other so it just keeps rumbling on and on,32,5,0.15625
i agree william im not voting again either and i have been talking to a lot of peopleWHO ARENT GOING TO VOTE AGAIN either people are sick of all the MLAS ON BOTH SIDES,34,7,0.20588235294117646
wont win gerry going by whati read 0n here,9,3,0.3333333333333333
Nothinggoing to changethere standits are day now,7,3,0.42857142857142855
Implement a previous agreement Whats so difficult about that,9,1,0.1111111111111111
You would think,3,0,0.0
